"Wow today<br><a href=""https://www.youtube.com/watch?v=nX6mvIhhLiY&amp;t=173"">2:53</a>"
He makes awesome video games and watch his pikunik one’s on the phone for the first time
Is that just like Diogenes from getting over it but he had enough of the pot and the  mountain so he went here
I still think about him every time I wake up in the morning 😊
Me he is awesome
"This Guy IS great at drawing <a href=""https://www.youtube.com/watch?v=nX6mvIhhLiY&amp;t=53"">0:53</a>"
"I have the Impossible question  in baldis basics that i Show you but Baldi IS cheating <a href=""https://www.youtube.com/watch?v=nX6mvIhhLiY&amp;t=25"">0:25</a>"
i remember watching you a long 7 years ago man. You mean a lot. You deserve more views.
Hiiiii
"cool video keyin, keep it up"
Day 1 of asking Keyin to play Rec Room with dakblake and maybe frustrated gamer
The og members<br>👇🏻
Yahoo has been
I miss ur baldis basics vidss
My son loves your content❤❤❤❤❤❤❤❤❤❤
Is he the best<br>👇 		(he is the best)
121 comment
Please play red ball 3
Get Over It?
The pic on the front of the video 💀💀
is it just me or does keyin get sick WAY to often.
this guy skipped physics lesson
Under a day gang 👇
1 like = 1 Pushup
i feel like kindly keyin is ignoring me when i am asking him politely if he can do a part 2 of hello neighbor 2
I hope you live a long time with your family
im use to you recovering from colds because you always have one
I love this guy
Sorry if i missed a lot of videos i was busy but i hope you&#39;ll get fully Better
Is it me or vitamin delicious and keyin have kind of almost the same type of game choice.
Keyin Is the best
"<a href=""https://www.youtube.com/watch?v=nX6mvIhhLiY&amp;t=467"">7:47</a> Keyin: <b>him thinking about what he just did</b><br><br>Me: “well, this is going to be a suffering video for him”. Lol"
I love watching you
Pls play path of titans
the first thing he says is what the title says
Play beat Saber please 🎉
I’m his 241 like yes!!!!!
Your voice is fine
Your voice is fine
"<a href=""https://www.youtube.com/watch?v=nX6mvIhhLiY&amp;t=35"">0:35</a>: 🧗‍♂️ A challenging climbing game with frustrating controls that require precision and patience.<br><a href=""https://www.youtube.com/watch?v=nX6mvIhhLiY&amp;t=246"">4:06</a>: 🎮 Challenges faced in navigating a virtual environment with unexpected obstacles and solutions found along the way.<br><a href=""https://www.youtube.com/watch?v=nX6mvIhhLiY&amp;t=488"">8:08</a>: 🧗‍♂️ Struggling to climb a challenging path, facing obstacles and making progress with determination.<br><a href=""https://www.youtube.com/watch?v=nX6mvIhhLiY&amp;t=782"">13:02</a>: 💪 Struggling to navigate challenging waterfall obstacle, facing repeated failures and determination to succeed.<br><a href=""https://www.youtube.com/watch?v=nX6mvIhhLiY&amp;t=974"">16:14</a>: 💪 Struggling to overcome challenging obstacles in the game, experiencing pain and frustration.<br><br>Timestamps by Tammy AI"
Idk why I’m watching this at 7am
This game is scary
Play gorebox it&#39;s cool a sandbox game
I love your videos ❤
"more five nights at baldies and if you do put this comment in the video<a href=""UCkszU2WH9gy1mb0dV-11UJg/m8MfY4jbFsWJhL0PyouA2Ak""></a>"
Under 1 hour gang<br>⏬
text
More mayhem?
Why isn&#39;t it spy in there ?
Day 77 of asking for Soapbox Infection<br><br><br><br>What was that Spamton avatar??? XD
camodo why dont oyu start at the front at times so you can actully make it
The refresh of that iconic beamng map is a new memory feeling
those are bowies not poles
Octo: Bobsled Defensive Lineman of 2024.
"they were opening their trunks for downforce,  but I don&#39;t think beamNG has that physics."
"If my calculations are right, um, that should be 5000 viewers per hour.😅"
Octo is actually so trash😭😭
"All I can hear at <a href=""https://www.youtube.com/watch?v=Ca8uv4qnTag&amp;t=208"">3:28</a> is Woop Woop Altitude Pull Up! Pull Up! Woop Woop"
if i could have anyones pc to play beamng. I would choose camodo because he has every mod known to existence.
It only counts how fast your wheels are going
They open their trunks as an air brake camodo gaming needs to go back in high school or college
Hi
"I don&#39;t understand why this sound effect crash sounds like an new update <a href=""https://www.youtube.com/watch?v=Ca8uv4qnTag&amp;t=97"">1:37</a>, <a href=""https://www.youtube.com/watch?v=Ca8uv4qnTag&amp;t=286"">4:46</a>, <a href=""https://www.youtube.com/watch?v=Ca8uv4qnTag&amp;t=289"">4:49</a>, <a href=""https://www.youtube.com/watch?v=Ca8uv4qnTag&amp;t=324"">5:24</a>, <a href=""https://www.youtube.com/watch?v=Ca8uv4qnTag&amp;t=356"">5:56</a>, <a href=""https://www.youtube.com/watch?v=Ca8uv4qnTag&amp;t=570"">9:30</a>, <a href=""https://www.youtube.com/watch?v=Ca8uv4qnTag&amp;t=718"">11:58</a>, <a href=""https://www.youtube.com/watch?v=Ca8uv4qnTag&amp;t=788"">13:08</a>, <a href=""https://www.youtube.com/watch?v=Ca8uv4qnTag&amp;t=814"">13:34</a>, <a href=""https://www.youtube.com/watch?v=Ca8uv4qnTag&amp;t=892"">14:52</a>, then also water splashes too <a href=""https://www.youtube.com/watch?v=Ca8uv4qnTag&amp;t=1135"">18:55</a>"
Why is Neal&#39;s channel not in the description?
Most beautiful flock of autobellas I have ever seen
what map is it?
CG YAS
Hey camodo can you do more semi truck racing please
Wow very fun and entertaining
day 12 of asking to bring back gta
More mayhem is destruction <br>Please more
I&#39;m super glad to see Car Jump Arena 2024(?) in BeamMP with a dozen players! It sure was entertaining to watch! And yes. More mayhem ha ha 😂
Camodo you’re my favorite
Sorry I&#39;m late 😅
"Take a video about this , The world is now ruled by one community of people, the world Satanic elite, you can also call them the committee to meet the Antichrist and prevent the 2nd coming of Jesus, Trump called them the deep state, at the moment it consists of about 10,000 people, the main ones there are Rockefellers, Rothschilds, Windsors, Baruchs, they, their ancestors, descendants and other people who enter there have the mark of Lucifer, which, if they bring the antichrist and do not allow the 2nd coming, they will receive eternal life after the x hour, and the rest of humanity, for all the time that they have lived, they won&#39;t get anything, so all people should know about the existence of a world government  (Jesus who was a The Prophet of God, not God.God will send Jesus as a reward to humanity, if humanity deserves it, for this it is necessary to fight Lucifer and his elite)"
P
A<br>La
E
Beforfe 10000 veiws gang👇
518th person to like
56 min gang
"w video, keep it up."
Ill do 2 pushups for every like this comment gets and camodo has to make another crash hard mountain video
1 hour gang          👇
I imagine the use the parish shoot <br>cars two make a plane
😭😭😭😭
"Make a long, drive video"
pls i been said this for a while
I literally just finished watching the wreckfest video when you posted this
i have ben sub sine 2019
cool but try off the road pls its cool too
"You guys definitely need to do that again, super satisfying to watch everyone glide together"
Je moeder
Parachutes + Beetles = Para-Beetles!
Hehehehe I got here in 28 mins
GUUHHHH?
hi
Camodo keep up the great amazing work love the vids your one of my favorite YouTubers
W vid
Camodo please play Big ambitions
You never fail to entertain me 😊
And long drive hardcore
Another great masterpiece❤❤❤ more beamng!!
Which version of this map are you using?<br>I do not have either the ocean jump or the bobsleigh track
your the best i love u so much i love watching all your vids on your channels
32 second gang❤❤❤
20 minute gang<br>👇
Nice  video 📹
Imagine you can just strap a mattress to your car and fly it irl
8th
Storm works with OB and spycakes!!!
10 minute gang👇
5 minute gang
Camodo i love your vids and btw when are gonna do another wreckfest is love those videos
comodo you are the best keep up the good work
I got an idea for Stormworks<br>What if you made a sub and start it at the base and put it on a course that will take 20-30 minutes and while everyone is trying to keep the sub operational someone is trying to destroy the sub the spy<br>No killing unless they see you doing something wrong<br>C4 only<br>The way the spy wins is by destroying the sub and escaping (optional but worth 2 points and if the crew fixes the sub after the spy escaped the crew wins)<br>The crew wins by reaching their destination or the other one I explained<br>And that’s it I think it would be a really fun mini game that you could try
Cool
More like this pls
Me: having a bad day<br>Camodo releases a new video<br>My day: automatically good 😁👍🕶️🤏
Comodo is the best YouTuber beamng drive
Under 5 mins group
This will not get 500 likes hahaha slike it will wait what
hii love you vids
Love your video it&#39;s great
I love you’re videos they are so funny and so good
First view love ya camodo
I like you Comodo❤
The jump😂
3d
⚠️⚠️⚠️SECOUND PERSON TO LIKE AND COMMENT PLASE COMODO COMMENT ON MY COMMENT⚠️⚠️⚠️⚠️
My phone data is getting bad I&#39;m trying to message you back
Uh how am I first to comment lol
I love you so much bro
32 second gang!!!
Can you pin me plz?
o shit im segond
love u comodo xx
Cool
First
E
First
WAHOOO
first
text
You know tap when I was on roblox I thought I saw u but it was just one of your fans😢I was so sad 😢😢
I heard if I say my favorite yt I&#39;ll get pinned<br>TAP<br>TAP<br>TAP<br>TAP<br>TAP<br>TAP<br>TAP<br>TAP<br>TAP<br>TAP
BRO JUST DISCRIBED MY WHOLE SUMMER VACATION ROUTINE 💀💀😊
YOOO TAPPY CAN WE GO LIVE OR   VID
Who hate my username<br>👇
"<a href=""https://www.youtube.com/watch?v=yrjbEd6mKvs&amp;t=509"">8:29</a>  yes I wish I had a secret gaming room"
hi
Are you Foltyns finend?
Tap: it’s a secret room <br>Me: it’s not so secret now😭💀
BRO YOU STOLE THIS FROM SHLANE PLAYS
Any else notice he&#39;s playing Minecraft on the thumbnail
"Eating chipotle, and Taco Bell every 20 likes wish me luck"
Hiiiiiiii people
Hiiiiiiii people
Hiiiiiiii people
My mom is die
ur mom is meen i meen not real mom the roblox mom is thats ur real mom  sorry
look i love tappy i watch hes videos alot but ive always thought they was a bit sexist... but i always just ignored it but this seriously has to stop boys and girls are equal and should have equal rights.
Can I be in your video
every tappy commenters be like:<br><br>when every uploads tappy is sow good at posting :D it makes me happy<br>Its a good day when Tappy uploads.<br>Every like I get is 1 heart I will add all of them in 1 week❤<br>Let’s go tap made another video. I love his videos.<br>I love when tappy uploads and it is my  birthday<br>This is one of my favorite videos on your YouTube channel 😊😊<br>Punching my wall every like ( each 100 like will show progress)<br><br>like guys stop copying other peoples comments 💀
We love your videos so much 😊 your so cool
can you make booga booga uploads again pls
What house is this
19 hours team<br>👇<br><br><br><br><br><br>Srry im late 😢
Tappy is the best
Bro sub so another of his channels can get 1 million
Roses are red violets are blue. I liked my own comment because no one wants to.
😢 I want something that has to do with the mayor and being rich
I want the serial killer part 3
"Bro do u think ur Danm mom will care??? Like she will come ignore the sign and slap the shit out of u man <a href=""https://www.youtube.com/watch?v=yrjbEd6mKvs&amp;t=361"">6:01</a>"
We need a part 2 of the border patrol
"<a href=""https://www.youtube.com/watch?v=yrjbEd6mKvs&amp;t=692"">11:32</a> a glitch happend"
Tap can you add me
I MAD ONE
Thumbnail copied from shaneplayz
Bro have secret room that&#39;s cooller then mine
Dank boy that&#39;s coooooooolll
"<a href=""https://www.youtube.com/watch?v=yrjbEd6mKvs&amp;t=759"">12:39</a>"
Tappy piece of advice please don&#39;t play with Bombo
Tappy pls add me back I’m sub
I would Rather Punch If Someone Comes
"guys i think tappy is copyrighting shaneplays 2 bc he did a secret gaming room vid loads of times and the thumbnail is simular<br>u can check out his vids, he did some secret gaming room ones"
TAPPY
This was so good!!!!
This is a banger
Tap is da best
She the one playing 😂😂😂😂
I feep so bad for the delivery driver
Whenever Tap uploads it makes my day
A secret gaming room but your mom puts the money in the safe now exactly how is it secret if the one thing you don&#39;t want to happen will happen when she deposits or withdraws money?
The thumbnail is a ripoff of Shane plays and the video idea is also a ripoff don’t watch this
Tappppppppp
I will poop out rife for every like
Hehehe
Are you freinds with foltyn tap
Like for more tappy video’s
Actually Ken is cool l wanna see him in every vid❤
Uuuuuuwnwn
Fii TX go ufo
Bruh
I like your vid and tap water and the devking and tapwater 2
Bro if I did tgat my mum would probably get a wooden stick she uses to cook with like a pan and hit me
I really love when tappy upload❤❤❤❤
"Im <a href=""https://www.youtube.com/watch?v=yrjbEd6mKvs&amp;t=155"">2:35</a> sunny"
NO GIRLS
What house is this?
Yo tap pls can u add me
"<a href=""https://www.youtube.com/watch?v=yrjbEd6mKvs&amp;t=628"">10:28</a>"
Did bro copy todd?
Yo tap your food you need food you can’t save without food 😨😨
Hahahahahahahahahahahhahahahahahhahahahahhahahahhahahhahahahhahahhahahahhahahhahahahhahahjahahahhahahhahahhahahahahhahahahhahhahhahahhhahhahahahhahhahhahhahahhahahhahhahahahhahahahhhahahhhahhhhajajhahahhhhahhahhahahahhhahahahahhahahhahhhahahahahhahahhahahahhahahhahahhahahhahhahhhhahhhahhhhahahhaahhahah
Haahahhahahahahahhahahahahahahahahhahahahahhahahahhahahahajhahahahahhahhahahahh
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 wow that&#39;s good
What about ld lights and sofas
Under 11  minutes gang
Why don&#39;t you do a live video😊
Tappy whenever I’m sad I watch your videos and they make me happy again❤️❤️❤️
Awesome
Lol
"I’m here after 50,000 yrs"
Plot twist: There is no plot twist
I know how you look like foltyn and mini leaked it
rowblox 💀
Every like I get I will eat money
"<a href=""https://www.youtube.com/watch?v=yrjbEd6mKvs&amp;t=449"">7:29</a>  When he was eating I was eating hotdogs too💀💀💀"
Good job tappy
Hi
Can you please give me a shout out bc my bday is today please
nice i like secret room in brookhaven
I don’t want to do this I’m serious
"This video is fire,who is agree with me@"
if my mum tell me to do something I don&#39;t
tappy can i be in one of ur vids pls
Wait tappy watches Shane plays because very close thimbnail and same name
true
Under 3mins ppl gather here😅
9 h gang<br>👇
😂😂😂
I’m like all your videos that I watch the old ones also❤❤
can u upload at a different time when u upload im asleep😢😢😢❤❤❤
text
"Wow, this one is way better than The Complex."
I just found out my sister is pregnant.... Am gonna be a dad
"<a href=""https://www.youtube.com/watch?v=MSZM0k9sPOs&amp;t=1651"">27:31</a>  This looks like &#39;Level !&#39;  - &quot;Run for your life&quot;."
When he shrieks like a little bitch.....that was fucking hot.
MC Escher&#39;s backrooms! 👏👏
I just got off work ordering food my mans dropped a video 🪄
Day 2 of reminding Hollow to play &quot;Middle-earth: shadows of Mordor&quot;
HOLLOW IS THE BEST
"I really love that some backrooms games have entities, and some don&#39;t. You just never know if there is some something around, watching your every move"
"Man if I woke up to being in a back room, I would be for sure freaking out &amp; panicking!!!"
That wasn’t good game 😢
I love the Headbobbing. Should be selectable
Please play this with your mates 😊😅
3 minutes in giving serious consideration to a &#39;whatnot&#39; counter lol
"Hey Rey, how&#39;d you come up with the name hollow anyways?"
First time watching the backrooms since it&#39;s release good to watch it here😊
Oh new Backrooms game!?
"@<a href=""https://www.youtube.com/watch?v=MSZM0k9sPOs&amp;t=1560"">26:00</a> LMAOOO"
"<a href=""https://www.youtube.com/watch?v=MSZM0k9sPOs&amp;t=1045"">17:25</a> that moan i meann... 👉👈 lmao"
@Hollowpoiint You should try “Granny” 👵🏼. It’s available on mobile and STEAM. I don’t think you will be disappointed.
I love how Hollow always says &quot;Hello&quot;. 😂😂😂
"If that was me, I would&#39;ve hit a wall and got caught. I can&#39;t run and look back at the same time."
I like and hate the backrooms at the same time... ^_^♡
"Sorry, can&#39;t watch! That head bob/waddle is too much."
Hollow was sus af in this one🤣
Love your videos man but please turn off the flashlight when there&#39;s actually light it&#39;s very annoying😅
"Appreciate you Hollow. I come here for the horror, I recommend you to people to watch horror and you never disappoint. Cheers!!"
History in the gaming community is being made.
"Nice looking game, but I from a writer, I think the dev(s) hold the bag too long, so to speak.  I wonder if there were &quot;mini-jump-scares&quot; Hollow didn&#39;t see."
"GF: can you fake orgasm?<br>Hollow: <a href=""https://www.youtube.com/watch?v=MSZM0k9sPOs&amp;t=1044"">17:24</a>"
"If hollow comments on this, i will start studying..."
"SlenderMan,Sirenhead with the Siren sound and being in the backrooms got to be 3 of the scariest things ever.."
These Backrooms are my biggest fear 😅💀
I miss this energetic Hollow during those Chilla Arts game and Infliction  walk through :) that&#39;s how long I&#39;ve been watching your vids sir :) Thanks for being so consistent and keep that energy sir
Thank you for keeping my request
"hy , little nightmares 3 has appeared, when do you play it?!?😊"
"Been addicted to watching Hollow since i discovered him a couple months ago, his first appeal to me is his content being mostly horror games which is my favorite genre. Then as i watch him even more i find more n more things i love about his content and maybe character. I like how his voice is mostly very chill n not over screaming n he doesn&#39;t even try hard to be funny, he just quietly jokes n often says them with a straight face which just makes it funnier🤣 n i love LOVE how he actually reads out notes n all in the game for us n how he just seems to know what to do every time (cos tbh when im stuck in a game clueless of what to do next i immediately come to hollow&#39;s vids) <br>And i like how hollow sometimes scream because he thought there was gonna be a jumpscare or loud sound, but there was none😭 his screams make me scream"
Is it just me or he&#39;s voice is way to deep now
IM loving this dude❤
aside from enjoying this game i wish Hollow to play Kakarot to pay tribute to the passing of the goat of anime and manga Akira Toriyama 😢💁🏻‍♀️
"Can we have THIS, but as a procedurally generated, FPS PvE game?<br>Maybe one where the elevator is the focus and it goes to many different themes/dimensions/time periods?<br>It&#39;d be wild."
Soo...? What&#39;s the back story on this one
"<a href=""https://www.youtube.com/watch?v=MSZM0k9sPOs&amp;t=856"">14:16</a> yes, Man Made... because those buildings that grow in nature are just awful...you alright there Hollow Point?"
this looks insane!
Play Sons of the Forest 1.0 full release
Im just thinking and it makes sense that you should pick the marker up so you can draw arrows to know where you have been and the cans are for distraction against whatever they put down there. Look pretty cool so far.
"Omg, a new backrooms game, played by the best ❤"
"I want &quot;Sorry, I don&#39;t speak monster&quot; on a mug"
I really want to see you play (Scorn) I saw you only play the demo
If I could like this video twice I would!
Great video as always Hollow. Are you going back to FF7 Rebirth anytime soon?
"I agree this is one of the most realistic looking, and true to the lore backrooms games I’ve seen. It truly gave the impression of a dank wet moldy hell scape….   High hopes for this one! <br><br><br>“Oh my Jesus, forgive us our sins, save us from the fires of hell, lead all souls to Heaven, especially those in most need of thy Mercy” <br><br>+—————————+—————————+<br>🌹 “Pray the Rosary every day, in order to obtain Peace in the world…”<br>-Our Lady’s Words at Fatima<br>   May 13th, 1917 🌹 <br>+—————————+—————————+<br><br>-God bless<br> 🌹Ave Maria🌹<br>+Viva Cristo Rey+"
I like to watch games i will never buy. but why are all streamers so gdm bad at playing these games. You never closed a door. Yet you are convinced a closed door is a place you came from. In a world that is designed to mind fuck. So why not first assume it&#39;s a mind fuck if the door is closed and only after you open it and see something you impacted (like the can of tomatos on the floor you dropt there) in the same location. That it is the same room.<br><br>Are ppl these days just so bad at video games? Or am i just so good. Because i doubt i am so good.
"When he said &quot;let&#39;s do this&quot; in that sexy voice, I think it moved."
"<a href=""https://www.youtube.com/watch?v=MSZM0k9sPOs&amp;t=1550"">25:50</a>"
"Hey hollow, can you play wolfenstein 2, I would love to watch you play it as I feel you will really enjoy it, I know you had young bloods I think I’m you’re channel about 3-4 years ago, wolfenstein 2 is based of German occupied America! I will say no more."
"<a href=""https://www.youtube.com/watch?v=MSZM0k9sPOs&amp;t=1045"">17:25</a> gei"
"<a href=""https://www.youtube.com/watch?v=MSZM0k9sPOs&amp;t=1550"">25:50</a>   🤣🤣🤣🤣🤣🤣🤣🤣🤣"
Trippy
"Hollow , i was just telling myslelf yesterday about how it&#39;s been a long while since you made a backrooms video , and today you made one ! Big fan of the backrooms ! Hopefully there will be more to come , as all horror videos best to have headphones full blast much love and respect"
I seriously love all that you do!🔥
❤❤❤
Hollow is the goat of horror video games.😂😂💯
"Eyy, a total station"
"Bro, fossil fuel full game is out I&#39;d love to see you play it!"
I don&#39;t understand these backroom games.. i watched the whole gameplay.. i dont get what supposed to be scary about these sorta games.. i heard people&#39;s anxiety gets triggered .. i just catched myself doze off a few times watching this shit.. i really dont get the fuss about these type of games..
How do u not have outlast content yet???
"<a href=""https://www.youtube.com/watch?v=MSZM0k9sPOs&amp;t=1045"">17:25</a> Hollow doing an organism after seeing the entity 😏"
"Its so hard to relate to horror games these days. I mean, is there even a point of trying to survive when you know the main character is going to die anyways? Still, I do like Hollow&#39;s playthrough. His screams of terror are the only things Im invested in :)"
Best reactions as always 😁
"i usually like the camera sway, but on this game it looks like a toddler holding the camera. Otherwise it was alright."
The facials are everything! 😂😂
The stairs are an homage to M.C. Escher..a durch graphic artist..6/17/1898 - 3/27/1972.. hyperbolic space...<br>🌿🌿🌿
"<a href=""https://www.youtube.com/watch?v=MSZM0k9sPOs&amp;t=1045"">17:25</a> when you hit her spot."
Game actually jump scared me at the end! Did not expect it to be on your heels like that. Good one! Looking forward to it. My one recommendation would be to create a one off scary villian that isn’t the squiggly monster that is always used. It’s the one weak point of a lot of them and making some that stalks you but isn’t that monster. I really want to see it!
